Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,IMPLEMENTING PARTNER,Region,District,SPECIFIC LOCATION,RURAL/URBAN         ,Status,DURATION,Start Date,End Date
497 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Luuq,luuq,,Ongoing,,01-Mar-18,28-Feb-19
498 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Mar-18,28th Feb2019
499 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Belet Xaawo,Belet Xaawo,,Ongoing,,01-Mar-18,28th Feb2019
500 Apr - 19 Apr 2019,Trocaire,Other,WASH,Water source chlorination,Trocaire,Gedo,Doolow,Doolow,,Ongoing,,01-Mar-18,28-Feb-19
501 Apr - 19 Apr 2019,Trocaire,Other,WASH,Hygiene promotion - household visits,Trocaire,Gedo,Doolow,Doolow,,Ongoing,,01-Mar-18,28-Feb-19
502 Apr - 19 Apr 2019,WVI,Other,WASH,HHWT - Chlorine or Chrolo flocc products,WVI,Nugaal,Burtinle,Ceelweyne,,Planned,,01-Aug-18,31-Mar-19
503 Apr - 19 Apr 2019,WVI,Other,WASH,HHWT - Chlorine or Chrolo flocc products,WVI,Mudug,Jariiban,Lebi-Lamaane,,Planned,,01-Aug-18,31-Mar-19
504 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,HHWT - filters,WVI,Nugaal,Garowe,Garowe,,Planned,,01-Sep-18,30-May-19
505 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Hygiene promotion - household visits,WVI,Nugaal,Garowe,Garowe,,Ongoing,,01-Sep-18,30-May-19
506 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Hygiene Kit Distribution,WVI,Nugaal,Garowe,Garowe,,Completed,,01-Sep-18,30-May-19
507 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Solid Waste collection,WVI,Nugaal,Garowe,Garowe,,Completed,,01-Sep-18,30-May-19
508 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Hand washing station-health facility,WVI,Nugaal,Garowe,Garowe,,Planned,,01-Sep-18,30-May-19
509 Apr - 19 Apr 2019,WVI,SHF-First allocation,WASH,Solid Waste collection,WVI,Nugaal,Garowe,Garowe,,Completed,,01-Sep-18,01-Jan-19
510 Apr - 19 Apr 2019,WVI,SHF-Second allocation,WASH,Hygiene session/ promotion - Health Centre,WVI,Awdal,Baki,Garba Dadar,,Completed,,01-Jul-18,15-Jan-19
511 Apr - 19 Apr 2019,WVI,Other,WASH,Water reservoir/tank,WVI,Awdal,Lughaye,Karuure,,Planned,,01-Jan-19,
512 Apr - 19 Apr 2019,WVI,OFDA,WASH,Latrine NEW-IDP,MARDO,Bakool,Xudur,Xudur,,Ongoing,,01-Jan-19,31-Mar-19
513 Apr - 19 Apr 2019,WVI,OFDA,WASH,Garbage pits,MARDO,Bakool,Xudur,Xudur,,Ongoing,,01-Jan-19,31-Mar-19
514 Apr - 19 Apr 2019,WVI,OFDA,WASH,Water trucking,WVI,Bay,Buur Hakaba,Buur Hakaba,,Ongoing,,25-Jan-19,31-Mar-19
515 Apr - 19 Apr 2019,WVI,Agency Own Fund,WASH,HHWT - filters,WVI,Gedo,Doolow,Doolow,,Completed,,01-Jan-19,31-Jan-19
516 Apr - 19 Apr 2019,WVI,OFDA,WASH,Hygiene promotion - household visits,WVI,Bay,Baydhaba,Baidoa,,Ongoing,,01-Oct-18,30-Aug-19
517 Apr - 19 Apr 2019,WVI,OFDA,WASH,Hygiene promotion - household visits,WVI,Bakool,Waajid,Waajid,,Ongoing,,01-Oct-18,30-Aug-19
518 Apr - 19 Apr 2019,WVI,OFDA,WASH,Hygiene promotion - household visits,WVI,Gedo,Doolow,Doolow,,Ongoing,,01-Jan-18,30-Aug-19
551 Apr - 19 Apr 2019, SHF,SHF-Second allocation,WASH,Hygiene session/ promotion - Nutrition Centre,SCI,Bari,Iskushuban,Xiriiro,,Completed,,27/03/19,25/03/19
552 Apr - 19 Apr 2019, SHF,SHF-Second allocation,WASH,Hygiene session/ promotion - Nutrition Centre,SCI,Bari,Iskushuban,Iskushuban,,Completed,,27/03/19,25/03/19
553 Apr - 19 Apr 2019, SHF,SHF-Second allocation,WASH,Hygiene session/ promotion - Nutrition Centre,SCI,Bari,Iskushuban,Dharoor,,Completed,,27/03/19,25/03/19
554 Apr - 19 Apr 2019, SHF,SHF-Second allocation,WASH,Hygiene session/ promotion - Nutrition Centre,SCI,Bari,Iskushuban,Timirshe,,Completed,,27/03/19,25/03/19
555 Apr - 19 Apr 2019, SHF,SHF-Second allocation,WASH,Hygiene session/ promotion - Nutrition Centre,SCI,Bari,Qardho,Hingood,,Completed,,27/03/19,25/03/20
556 Apr - 19 Apr 2019, SHF,SHF-Second allocation,WASH,Hygiene session/ promotion - Nutrition Centre,SCI,Bari,Qardho,Qardho,,Completed,,27/03/19,25/03/21
557 Apr - 19 Apr 2019,AADSOM,Other,WASH,Water trucking,AADSOM,Bakool,Xudur,Xudur,,Ongoing,,01-Feb-19,02-Mar-19
558 Apr - 19 Apr 2019,AADSOM,SHF-Second allocation,WASH,Borehole REHAB,AADSOM,Hiraan,Jalalaqsi,Jalalaqsi,,Ongoing,,20-Dec-18,19-Dec-19
559 Apr - 19 Apr 2019,AADSOM,SHF-Second allocation,WASH,Shallow well REHAB,AADSOM,Hiraan,Jalalaqsi,Jalalaqsi,,Planned,,20-Dec-18,19-Dec-19
560 Apr - 19 Apr 2019,AADSOM,SHF-Second allocation,WASH,Latrine REHAB-IDP,AADSOM,Hiraan,Jalalaqsi,Jalalaqsi,,Completed,,20-Dec-18,19-Feb-19
561 Apr - 19 Apr 2019,AADSOM,SHF-Second allocation,WASH,Hygiene promotion - household visits,AADSOM,Hiraan,Jalalaqsi,Jalalaqsi,,Completed,,20-Dec-18,19-Dec-19
562 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Xudur/Sheikh Aweys,,Ongoing,,01-Apr-17,31-Mar-19
563 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Madax Waraabe,,Ongoing,,01-Apr-17,31-Mar-19
564 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Galool,,Ongoing,,01-Apr-17,31-Mar-19
565 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Weerow,,Ongoing,,01-Apr-17,31-Mar-19
566 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Aboore,,Ongoing,,01-Apr-17,31-Mar-19
567 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Bisigle,,Ongoing,,01-Apr-17,31-Mar-19
568 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Lafale,,Ongoing,,01-Apr-17,31-Mar-19
569 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Gareere-Gawaan,,Ongoing,,01-Apr-17,31-Mar-19
570 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Faarax,,Ongoing,,01-Apr-17,31-Mar-19
571 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Abal,,Ongoing,,01-Apr-17,31-Mar-19
572 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Bakool,Xudur,Xudur/Sheikh Aweys,,Ongoing,,01-Apr-17,31-Mar-19
573 Apr - 19 Apr 2019,ACF,Other,WASH,Hygiene session/ promotion - Health Centre,ACF,Bakool,Xudur,Xudur/Buulo,,Ongoing,,01-Apr-17,31-Mar-19
574 Apr - 19 Apr 2019,ACF,Other,WASH,Shallow Well O & M,ACF,Bakool,Xudur,Xudur/Buulo,,Ongoing,,01-Apr-17,31-Mar-19
575 Apr - 19 Apr 2019,ACF,Other,WASH,Borehole NEW,ACF,Bakool,Xudur,Xudur,,Planned,,31-Jan-19,31-Mar-19
576 Apr - 19 Apr 2019,ACF,SDC,WASH,Latrine NEW-IDP,ACF,Bakool,Xudur,Xudur,,Planned,,31-Jan-19,31-Mar-19
577 Apr - 19 Apr 2019,ACF,SDC,WASH,Community Led Total Sanitation (CLTS),ACF,Bakool,Xudur,Xudur,,Planned,,31-Jan-19,31-Mar-19
578 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
579 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,gargaarIDP,,Ongoing,,01-Jan-19,31-Dec-19
580 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
581 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,ATO,,Ongoing,,01-Jan-19,31-Dec-19
582 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotio session,ACF,Bakool,Ceel Barde,ondhere,,Ongoing,,01-Jan-19,31-Dec-19
583 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Danshod,,Ongoing,,01-Jan-19,31-Dec-19
584 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Halane 1,,Ongoing,,01-Jan-19,31-Dec-19
585 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Sayid2,,Ongoing,,01-Jan-19,31-Dec-19
586 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,gargaarIDPS,,Ongoing,,01-Jan-19,31-Dec-19
587 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
588 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
589 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Salkudhoble,,Ongoing,,01-Jan-19,31-Dec-19
590 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,ATO,,Ongoing,,01-Jan-19,31-Dec-19
591 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,Elbarde,,Ongoing,,01-Jan-19,31-Dec-19
592 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene promotion session,ACF,Bakool,Ceel Barde,SAYID 1,,Ongoing,,01-Jan-19,31-Dec-19
593 Apr - 19 Apr 2019,ACF,Other,WASH,chlorination of water points,ACF,Bakool,Ceel Barde,Halane2,,Ongoing,,01-Jan-19,31-Dec-19
594 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene sessions ,ACF,Bakool,Rab Dhuure,washaqo & durey,,Ongoing,,1st Jan-19,30-Jan-19
595 Apr - 19 Apr 2019,ACF,Other,WASH,hygiene sessions ,ACF,Bakool,Rab Dhuure,"Habow, gubato,balicade,washaqo, hadful,Yeed IDPs",,Ongoing,,1st Jan-19,30-Jan-19
596 Apr - 19 Apr 2019,ACF,Other,WASH,construction BH ,ACF,Bakool,Rab Dhuure,"Yeed,. Bali cade",,Completed,,1st Jan-19,30-Jan-19
597 Apr - 19 Apr 2019,ACF,Other,WASH,"Aqua tab distrib,",ACF,Bakool,Rab Dhuure,Washaqo Durey,,Ongoing,,1st Jan-19,30-Jan-19
598 Apr - 19 Apr 2019,ACF,Other,WASH,"Aqua tab distrib,",ACF,Bakool,Rab Dhuure,"Habow, gubato,balicade,washaqo, hadful,Yeed IDPs",,Ongoing,,1st Jan-19,30-Jan-19
599 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Banadir,Dharkenley,Mogadishu/Dharkenley,,Completed,,01-Jan-19,29-Jan-19
600 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene session/ promotion - Nutrition Centre,ACF,Banadir,Hodan,Mogadishu/Hodan,,Completed,,01-Jan-19,29-Jan-19
601 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene promotion - household visits,ACF,Banadir,Hodan,Mogadishu/Hodan,,Completed,,01-Jan-19,29-Jan-19
602 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hand washing station - nutrition centre,ACF,Banadir,Cabdulasiis,Mogadishu/Cabdulcasiis,,Completed,,01-Jan-19,29-Jan-19
603 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene session/ promotion - School,ACF,Banadir,Dharkenley,Mogadishu/Dharkenley,,Completed,,01-Jan-19,29-Jan-19
604 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hand washing station - school,ACF,Banadir,Hodan,Mogadishu/Hodan,,Completed,,01-Jan-19,29-Jan-19
605 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene session/ promotion - School,ACF,Banadir,Cabdulasiis,Mogadishu/Cabdulcasiis,,Completed,,01-Jan-19,29-Jan-19
606 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene promotion - household visits,ACF,Banadir,Dharkenley,Mogadishu/Dharkenley,,Completed,,01-Jan-19,29-Jan-19
607 Apr - 19 Apr 2019,ACF,ECHO,WASH,Hygiene promotion - household visits,ACF,Banadir,Cabdulasiis,Mogadishu/Cabdulcasiis,,Completed,,01-Jan-19,29-Jan-19
608 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Ashagow,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
609 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Bula jaded,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
610 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Reydabale,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
611 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Jafey,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
612 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Aragadud,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
613 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Kobonle,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
614 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,El-adow,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
615 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Bula madgab,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
616 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,DIRECT,Bay,Baydhaba,Lusalusa,,Ongoing,,"1st Aug, 2018","31st Jan, 2019"
617 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Aw-basow,,Ongoing,,1st April 2018,30-Nov-19
618 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Masusow,,Ongoing,,1st April 2018,30-Nov-19
619 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Aw-uurwine,,Ongoing,,1st April 2018,30-Nov-19
620 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Maclin foqe,,Ongoing,,1st April 2018,30-Nov-19
621 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Hubsooy,,Ongoing,,1st April 2018,30-Nov-19
622 Apr - 19 Apr 2019,ACTED,Other,WASH,water reservoir/tank,PASOS,Bay,Buur Hakaba,Aray,,Ongoing,,1st April 2018,30-Nov-19
623 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Aw-yay,,Ongoing,,1st April 2018,30-Nov-19
624 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Abawle,,Ongoing,,1st April 2018,30-Nov-19
625 Apr - 19 Apr 2019,ACTED,Other,WASH,water reservoir/tank,PASOS,Bay,Buur Hakaba,Aw-riinow,,Ongoing,,1st April 2018,30-Nov-19
626 Apr - 19 Apr 2019,ACTED,Other,WASH,Water reservoir/tank,PASOS,Bay,Buur Hakaba,Bansool,,Ongoing,,1st April 2018,30-Nov-19
627 Apr - 19 Apr 2019,ACTED,EU/CARE,WASH,Hygiene promotion - household visits,ACTED,Mudug,Gaalkacyo,Galkayo South,,Ongoing,,01-Sep-17,01-Jan-20
628 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Borehole REHAB,ACTED,Sanaag,Ceel Afweyn,Ceel Afweyn,,Ongoing,,01-Sep-18,29-Feb-20
629 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Borehole REHAB,ACTED,Sanaag,Ceerigaabo,Xin-Galool,,Completed,,01-Sep-18,28-Feb-19
630 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Latrine REHAB-IDP,ACTED,Sanaag,Ceel Afweyn,Ceel Afweyn,,Ongoing,,01-Sep-18,29-Feb-20
631 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Latrine REHAB-IDP,ACTED,Sanaag,Ceerigaabo,Xin-Galool,,Ongoing,,01-Sep-18,29-Feb-20
632 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene promotion - household visits,ACTED,Sanaag,Ceel Afweyn,Ceel Afweyn,,Ongoing,,01-Sep-18,29-Feb-20
633 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene promotion - household visits,ACTED,Sanaag,Ceerigaabo,Xin-Galool,,Ongoing,,01-Sep-18,29-Feb-20
634 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene Kit Distribution,ACTED,Sanaag,Ceel Afweyn,Ceel Afweyn,,Ongoing,,01-Sep-18,29-Feb-20
635 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene Kit Distribution,ACTED,Sanaag,Ceerigaabo,Xin-Galool,,Ongoing,,01-Sep-18,29-Feb-20
636 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,WASH Committees,ACTED,Sanaag,Ceel Afweyn,Ceel Afweyn,,Ongoing,,01-Sep-18,29-Feb-20
637 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,WASH Committees,ACTED,Sanaag,Ceerigaabo,Xin-Galool,,Ongoing,,01-Sep-18,29-Feb-20
638 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hygiene Promoters,ACTED,Sanaag,Ceerigaabo,Xin-Galool,,Completed,,01-Sep-18,31-Mar-19
639 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Borehole REHAB,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,29-Feb-20
640 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Latrine REHAB-IDP,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,29-Feb-20
641 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene promotion - household visits,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,29-Feb-20
642 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene Kit Distribution,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,29-Feb-20
643 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hand washing station - household,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,29-Feb-20
644 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,WASH Committees,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,29-Feb-20
645 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Community Hygiene promoters on hygiene promotion,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,15-Sep-19
646 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Borehole REHAB,ACTED,Sanaag,Ceerigaabo,Biyo-Guduud,,Ongoing,,01-Sep-18,15-Sep-19
647 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Latrine REHAB-IDP,ACTED,Sanaag,Ceerigaabo,Biyo-Guduud,,Ongoing,,01-Sep-18,15-Sep-19
648 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Latrine REHAB-IDP,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,15-Sep-19
649 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Latrine REHAB-IDP,ACTED,Sanaag,Ceel Afweyn,Daan Weyne Satellite,,Ongoing,,01-Sep-18,15-Sep-19
650 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hand washing station - household,ACTED,Sanaag,Ceerigaabo,Biyo-Guduud,,Ongoing,,01-Sep-18,15-Sep-19
651 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hand washing station - household,ACTED,Sanaag,Ceel Afweyn,Daan Weyne Satellite,,Ongoing,,01-Sep-18,15-Sep-19
652 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hand washing station - household,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,15-Sep-19
653 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene promotion - household visits,ACTED,Sanaag,Ceerigaabo,Ceerigaabo,,Ongoing,,01-Sep-18,15-Sep-19
654 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hygiene Kit Distribution,ACTED,Sanaag,Ceel Afweyn,Daan Weyne Satellite,,Ongoing,,01-Sep-18,15-Sep-19
655 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,Hygiene Kit Distribution,ACTED,Sool,Taleex,Taleex,,Ongoing,,01-Sep-18,15-Sep-19
656 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hygiene Kit Distribution,ACTED,Sanaag,Ceerigaabo,Biyo-Guduud,,Ongoing,,01-Sep-18,15-Sep-19
657 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hygiene Promoters,ACTED,Sanaag,Ceel Afweyn,Daan Weyne Satellite,,Completed,,01-Sep-18,31-Mar-19
658 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,Hygiene Promoters,ACTED,Sanaag,Ceerigaabo,Biyo-Guduud,,Ongoing,,01-Sep-18,29-Feb-20
659 Apr - 19 Apr 2019,ACTED,SHF-Second allocation,WASH,WASH Committees,ACTED,Sanaag,Taleex,Taleex,,Ongoing,,01-Sep-18,15-Sep-19
660 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,WASH Committees,ACTED,Sanaag,Ceerigaabo,Biyo-Guduud,,Ongoing,,01-Sep-18,15-Sep-19
661 Apr - 19 Apr 2019,ACTED,SHF-First allocation,WASH,WASH Committees,ACTED,Sanaag,Ceel Afweyn,Daan Weyne Satellite,,Ongoing,,01-Sep-18,15-Sep-19
662 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Borehole REHAB,ACTED,Sanaag,Ceerigaabo,Ceerigaabo,,Ongoing,,01-Sep-18,31-Aug-19
663 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Shallow well REHAB,ACTED,Sanaag,Ceerigaabo,Carmale,,Ongoing,,01-Sep-18,31-Aug-19
664 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Hygiene promotion - household visits,ACTED,Sanaag,Ceerigaabo,Ceerigaabo,,Ongoing,,01-Sep-18,31-Aug-19
665 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Hygiene Promoters,ACTED,Sanaag,Ceerigaabo,Ceerigaabo,,Completed,,01-Sep-18,31-Mar-19
666 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Hygiene Kit Distribution,ACTED,Sanaag,Ceerigaabo,Ceerigaabo,,Ongoing,,01-Sep-18,31-Aug-19
667 Apr - 19 Apr 2019,ACTED,OFDA,WASH,WASH Committees,ACTED,Sanaag,Ceerigaabo,Ceerigaabo,,Ongoing,,01-Sep-18,31-Aug-19
668 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Borehole REHAB,ACTED,Bay,Baydhaba,Baidoa,,Ongoing,,01-Sep-18,31-Aug-19
669 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Shallow well REHAB,ACTED,Bay,Baydhaba,Baidoa,,Ongoing,,01-Sep-18,31-Aug-19
670 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Latrine REHAB-IDP,ACTED,Bay,Baydhaba,Baidoa,,Ongoing,,01-Sep-18,31-Aug-19
671 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Hygiene promotion - household visits,ACTED,Bay,Baydhaba,Baidoa,,Ongoing,,01-Sep-18,31-Aug-19
672 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Hygiene Kit Distribution,ACTED,Bay,Baydhaba,Baidoa,,Ongoing,,01-Sep-18,31-Aug-19
673 Apr - 19 Apr 2019,ACTED,OFDA,WASH,WASH Committees,ACTED,Bay,Baydhaba,Baidoa,,Ongoing,,01-Sep-18,31-Aug-19
674 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Rainwater catchment - Dam/Water Pan REHAB,PASOS,Bay,Buur Hakaba,Makay Gelle,,Ongoing,,"1st Sep, 2018",28-Feb-19
675 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Rainwater catchment - Dam/Water Pan REHAB,PASOS,Bay,Buur Hakaba,Shiidlow Nasiye,,Ongoing,,"1st Sep, 2018",28-Feb-19
676 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Rainwater catchment - Dam/Water Pan REHAB,PASOS,Bay,Buur Hakaba,Goley yarey,,Ongoing,,"1st Sep, 2018",28-Feb-19
677 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Rainwater catchment - Dam/Water Pan REHAB,PASOS,Bay,Buur Hakaba,Kurow,,Ongoing,,"1st Sep, 2018",28-Feb-19
678 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Rainwater catchment - Dam/Water Pan REHAB,PASOS,Bay,Buur Hakaba,Qardhale,,Ongoing,,"1st Sep, 2018",28-Feb-19
679 Apr - 19 Apr 2019,ACTED,OFDA,WASH,Rainwater catchment - Dam/Water Pan REHAB,PASOS,Bay,Buur Hakaba,Dambale Nasiye,,Ongoing,,"1st Sep, 2018",28-Feb-19
